RiskIssueKey,RiskIssueID,ProjectKey,RecordType,RiskTitle,RiskCategory,Probability,Impact,RiskScore,RiskSeverity,Owner,IdentifiedDateKey,DueDateKey,ClosedDateKey,IdentifiedDate,DueDate,ClosedDate,RiskStatus,MitigationStatus,IsCritical,IsOverdue
1047,RI-206-04,206,Issue,Review capacity is concentrated in one role — Industrial Energy Modernization,Resource,2,4,8,Medium,Finance Partner,20260207,20260608,,2026-02-07,2026-06-08,,Monitoring,Completed,0,1
1048,RI-207-01,207,Risk,Technical debt may complicate integration,Technical,3,3,9,Medium,Systems Lead,20260720,20260811,,2026-07-20,2026-08-11,,Mitigated,Completed,0,0
1049,RI-207-02,207,Risk,Release window has limited recovery float — Industrial Energy Analytics,Schedule,4,3,12,High,Security Lead,20260720,20260811,20260804,2026-07-20,2026-08-11,2026-08-04,Closed,Completed,0,0
1050,RI-207-03,207,Risk,Release window has limited recovery float,Schedule,3,3,9,Medium,Supplier Manager,20260724,20260811,,2026-07-24,2026-08-11,,Mitigated,Completed,0,0
1051,RI-207-04,207,Risk,Contractor transition may reduce throughput — Industrial Energy Analytics,Resource,2,2,4,Low,Release Manager,20260325,20260705,20260426,2026-03-25,2026-07-05,2026-04-26,Closed,Completed,0,0
1052,RI-208-01,208,Risk,Field issue recurrence needs containment — Industrial Energy Platform,Quality,1,4,4,Low,Finance Partner,20260124,20260314,,2026-01-24,2026-03-14,,Mitigated,Completed,0,0
1053,RI-208-02,208,Risk,Critical skill coverage is below demand,Resource,3,4,12,High,Data Lead,20260329,20260717,,2026-03-29,2026-07-17,,Monitoring,In Progress,0,1
1054,RI-208-03,208,Risk,Performance margin may not meet the target — Industrial Energy Platform,Technical,4,2,8,Medium,Project Manager,20260422,20260612,,2026-04-22,2026-06-12,,Mitigated,Completed,0,0
1055,RI-208-04,208,Risk,Integration sequence may compress validation,Schedule,2,3,6,Medium,Product Owner,20260425,20260811,,2026-04-25,2026-08-11,,Open,Not Started,0,0
1056,RI-208-05,208,Risk,Scope clarification may require a budget change — Industrial Energy Platform,Cost,2,5,10,Medium,Quality Lead,20260502,20260724,,2026-05-02,2026-07-24,,Open,In Progress,0,1
1057,RI-209-01,209,Risk,Field issue recurrence needs containment — Industrial Energy Optimization,Quality,2,1,2,Low,Release Manager,20260528,20260811,,2026-05-28,2026-08-11,,Monitoring,Completed,0,0
1058,RI-209-02,209,Risk,Late design decision may affect downstream work — Industrial Energy Optimization,Schedule,4,4,16,High,Technical Lead,20260412,20260528,,2026-04-12,2026-05-28,,Monitoring,In Progress,0,1
1059,RI-209-03,209,Issue,Security approval is on the critical path — Industrial Energy Optimization,Dependency,4,5,20,Critical,Systems Lead,20260227,20260531,20260428,2026-02-27,2026-05-31,2026-04-28,Closed,Completed,0,0
1060,RI-209-04,209,Risk,Customer test access is not yet confirmed,Dependency,1,3,3,Low,Security Lead,20260809,20260811,,2026-08-09,2026-08-11,,Open,In Progress,0,0
1061,RI-209-05,209,Risk,Material quotation may exceed the estimate — Industrial Energy Optimization,Cost,3,4,12,High,Supplier Manager,20260727,20260811,,2026-07-27,2026-08-11,,Monitoring,In Progress,0,0
1062,RI-209-06,209,Risk,Platform release timing may create a mismatch — Industrial Energy Optimization,Dependency,3,1,3,Low,Release Manager,20260420,20260628,20260707,2026-04-20,2026-06-28,2026-07-07,Closed,Completed,0,0
1063,RI-209-07,209,Risk,Committed spend limits recovery options,Cost,2,5,10,Medium,Technical Lead,20260715,20260811,,2026-07-15,2026-08-11,,Open,Not Started,0,0
1064,RI-210-01,210,Issue,Interface behavior remains unproven,Technical,4,1,4,Low,Product Owner,20260529,20260811,,2026-05-29,2026-08-11,,Monitoring,In Progress,0,0
1065,RI-210-02,210,Risk,Regression scope may exceed the test window,Quality,3,4,12,High,Quality Lead,20260730,20260811,,2026-07-30,2026-08-11,,Monitoring,In Progress,0,0
1066,RI-210-03,210,Issue,External interface decision is blocking delivery,Dependency,4,2,8,Medium,Finance Partner,20260805,20260811,,2026-08-05,2026-08-11,,Monitoring,In Progress,0,0
1067,RI-210-04,210,Issue,Vendor component readiness is uncertain — Industrial Energy Integration,Dependency,2,2,4,Low,Data Lead,20260512,20260724,,2026-05-12,2026-07-24,,Mitigated,Completed,0,0
1068,RI-210-05,210,Risk,Legacy data quality could require redesign — Industrial Energy Integration,Technical,4,1,4,Low,Project Manager,20260622,20260811,,2026-06-22,2026-08-11,,Monitoring,In Progress,0,0
1069,RI-210-06,210,Issue,Scope clarification may require a budget change — Industrial Energy Integration,Cost,2,4,8,Medium,Product Owner,20260611,20260811,,2026-06-11,2026-08-11,,Mitigated,Completed,0,0
1070,RI-211-01,211,Risk,Shared engineer availability may delay delivery,Resource,3,2,6,Medium,Security Lead,20260528,20260731,,2026-05-28,2026-07-31,,Mitigated,Completed,0,0
1071,RI-211-02,211,Issue,Competing portfolio priority constrains staffing,Resource,1,3,3,Low,Supplier Manager,20260412,20260811,,2026-04-12,2026-08-11,,Open,In Progress,0,0
1072,RI-211-03,211,Risk,Cloud run cost is trending above the baseline — Industrial Energy Transformation,Cost,3,5,15,High,Release Manager,20260731,20260811,,2026-07-31,2026-08-11,,Monitoring,Completed,0,0
1073,RI-211-04,211,Issue,Interface behavior remains unproven — Industrial Energy Transformation,Technical,5,4,20,Critical,Technical Lead,20260120,20260429,,2026-01-20,2026-04-29,,Monitoring,In Progress,1,1
1074,RI-211-05,211,Risk,Cloud run cost is trending above the baseline — Industrial Energy Transformation,Cost,4,1,4,Low,Systems Lead,20260605,20260729,,2026-06-05,2026-07-29,,Monitoring,In Progress,0,1
1075,RI-212-01,212,Issue,Prototype result may require architecture rework,Technical,3,3,9,Medium,Data Lead,20251230,20260221,,2025-12-30,2026-02-21,,Mitigated,Completed,0,0
1076,RI-212-02,212,Risk,Backfill timing creates a capacity gap — Industrial Energy Enablement,Resource,5,3,15,High,Project Manager,20260315,20260628,,2026-03-15,2026-06-28,,Monitoring,In Progress,0,1
1077,RI-212-03,212,Issue,External interface decision is blocking delivery,Dependency,3,2,6,Medium,Product Owner,20251219,20260216,20260120,2025-12-19,2026-02-16,2026-01-20,Closed,Not Required,0,0
1078,RI-213-01,213,Risk,Pilot readiness depends on unresolved actions,Schedule,4,2,8,Medium,Technical Lead,20251125,20260203,,2025-11-25,2026-02-03,,Open,In Progress,0,1
1079,RI-213-02,213,Risk,Traceability coverage requires remediation — Industrial Energy Acceleration,Quality,4,4,16,High,Systems Lead,20260623,20260811,,2026-06-23,2026-08-11,,Open,Not Started,0,0
1080,RI-213-03,213,Risk,Vendor component readiness is uncertain — Industrial Energy Acceleration,Dependency,3,2,6,Medium,Security Lead,20260507,20260725,,2026-05-07,2026-07-25,,Monitoring,In Progress,0,1
1081,RI-214-01,214,Issue,Supplier lead time threatens the next gate — Industrial Energy Orchestration,Schedule,1,4,4,Low,Quality Lead,20260402,20260529,20260410,2026-04-02,2026-05-29,2026-04-10,Closed,Completed,0,0
1082,RI-214-02,214,Issue,Committed spend limits recovery options,Cost,1,4,4,Low,Finance Partner,20260614,20260811,,2026-06-14,2026-08-11,,Monitoring,In Progress,0,0
1083,RI-214-03,214,Risk,Technical debt may complicate integration — Industrial Energy Orchestration,Technical,3,5,15,High,Data Lead,20260321,20260615,,2026-03-21,2026-06-15,,Mitigated,Completed,0,0
1084,RI-214-04,214,Issue,Customer test access is not yet confirmed — Industrial Energy Orchestration,Dependency,3,5,15,High,Project Manager,20260731,20260811,,2026-07-31,2026-08-11,,Monitoring,In Progress,0,0
1085,RI-215-01,215,Risk,Pilot readiness depends on unresolved actions — Industrial Energy Intelligence,Schedule,3,2,6,Medium,Supplier Manager,20260424,20260629,,2026-04-24,2026-06-29,,Monitoring,In Progress,0,1
1086,RI-215-02,215,Risk,Technical debt may complicate integration,Technical,3,4,12,High,Release Manager,20260702,20260811,,2026-07-02,2026-08-11,,Monitoring,In Progress,0,0
1087,RI-215-03,215,Issue,Performance margin may not meet the target — Industrial Energy Intelligence,Technical,3,3,9,Medium,Technical Lead,20260718,20260811,,2026-07-18,2026-08-11,,Open,Not Started,0,0
1088,RI-215-04,215,Risk,Rework could consume management reserve,Cost,3,2,6,Medium,Systems Lead,20260531,20260722,20260604,2026-05-31,2026-07-22,2026-06-04,Closed,Completed,0,0
1089,RI-215-05,215,Risk,Cloud run cost is trending above the baseline — Industrial Energy Intelligence,Cost,2,3,6,Medium,Security Lead,20260714,20260811,,2026-07-14,2026-08-11,,Monitoring,Completed,0,0
1090,RI-216-01,216,Risk,Critical skill coverage is below demand,Resource,4,4,16,High,Project Manager,20260702,20260811,,2026-07-02,2026-08-11,,Monitoring,Completed,0,0
1091,RI-216-02,216,Risk,Backfill timing creates a capacity gap — Industrial Service Modernization,Resource,3,4,12,High,Product Owner,20260705,20260811,,2026-07-05,2026-08-11,,Open,Not Started,0,0
1092,RI-216-03,216,Risk,Competing portfolio priority constrains staffing,Resource,3,2,6,Medium,Quality Lead,20260806,20260811,20260810,2026-08-06,2026-08-11,2026-08-10,Closed,Not Required,0,0
1093,RI-216-04,216,Risk,Cloud run cost is trending above the baseline,Cost,3,4,12,High,Finance Partner,20260801,20260811,,2026-08-01,2026-08-11,,Open,In Progress,0,0
1094,RI-216-05,216,Issue,Prototype result may require architecture rework — Industrial Service Modernization,Technical,4,1,4,Low,Data Lead,20260528,20260811,,2026-05-28,2026-08-11,,Mitigated,Completed,0,0
1095,RI-216-06,216,Issue,Upstream data contract remains unresolved,Dependency,4,4,16,High,Project Manager,20260616,20260811,,2026-06-16,2026-08-11,,Open,In Progress,0,0
1096,RI-217-01,217,Risk,Competing portfolio priority constrains staffing — Industrial Service Analytics,Resource,1,3,3,Low,Systems Lead,20251106,20260215,,2025-11-06,2026-02-15,,Monitoring,In Progress,0,1
1097,RI-217-02,217,Risk,Customer test access is not yet confirmed — Industrial Service Analytics,Dependency,3,3,9,Medium,Security Lead,20260309,20260527,,2026-03-09,2026-05-27,,Open,In Progress,0,1
1098,RI-217-03,217,Risk,Security approval is on the critical path,Dependency,5,3,15,High,Supplier Manager,20260710,20260811,,2026-07-10,2026-08-11,,Open,In Progress,0,0
1099,RI-218-01,218,Issue,Rework could consume management reserve,Cost,4,4,16,High,Finance Partner,20260211,20260606,20260425,2026-02-11,2026-06-06,2026-04-25,Closed,Completed,0,0
1100,RI-218-02,218,Issue,Late design decision may affect downstream work — Industrial Service Platform,Schedule,2,3,6,Medium,Data Lead,20260630,20260811,,2026-06-30,2026-08-11,,Mitigated,Completed,0,0
1101,RI-218-03,218,Risk,Prototype result may require architecture rework,Technical,3,4,12,High,Project Manager,20260502,20260811,,2026-05-02,2026-08-11,,Monitoring,In Progress,0,0
1102,RI-218-04,218,Risk,Supplier lead time threatens the next gate,Schedule,3,2,6,Medium,Product Owner,20260129,20260609,,2026-01-29,2026-06-09,,Mitigated,Completed,0,0
1103,RI-219-01,219,Risk,Specialist rate mix is above plan,Cost,3,2,6,Medium,Release Manager,20260716,20260811,,2026-07-16,2026-08-11,,Monitoring,In Progress,0,0
1104,RI-219-02,219,Issue,Contractor transition may reduce throughput,Resource,4,5,20,Critical,Technical Lead,20260602,20260811,,2026-06-02,2026-08-11,,Monitoring,Completed,1,0
1105,RI-219-03,219,Risk,Critical skill coverage is below demand — Industrial Service Optimization,Resource,3,4,12,High,Systems Lead,20260207,20260520,,2026-02-07,2026-05-20,,Mitigated,Completed,0,0
1106,RI-219-04,219,Risk,Technical debt may complicate integration — Industrial Service Optimization,Technical,3,3,9,Medium,Security Lead,20260303,20260627,,2026-03-03,2026-06-27,,Mitigated,Completed,0,0
1107,RI-219-05,219,Risk,Scope clarification may require a budget change — Industrial Service Optimization,Cost,3,2,6,Medium,Supplier Manager,20260701,20260811,,2026-07-01,2026-08-11,,Monitoring,In Progress,0,0
1108,RI-219-06,219,Risk,Cloud run cost is trending above the baseline — Industrial Service Optimization,Cost,2,4,8,Medium,Release Manager,20260214,20260502,,2026-02-14,2026-05-02,,Mitigated,Completed,0,0
1109,RI-219-07,219,Risk,Release window has limited recovery float,Schedule,2,3,6,Medium,Technical Lead,20260801,20260811,,2026-08-01,2026-08-11,,Open,In Progress,0,0
1110,RI-220-01,220,Risk,Competing portfolio priority constrains staffing — Industrial Service Integration,Resource,4,4,16,High,Product Owner,20260119,20260328,,2026-01-19,2026-03-28,,Monitoring,In Progress,0,1
1111,RI-220-02,220,Risk,Backfill timing creates a capacity gap — Industrial Service Integration,Resource,1,2,2,Low,Quality Lead,20260602,20260805,,2026-06-02,2026-08-05,,Mitigated,Completed,0,0
1112,RI-220-03,220,Issue,Traceability coverage requires remediation,Quality,5,3,15,High,Finance Partner,20260325,20260613,,2026-03-25,2026-06-13,,Monitoring,In Progress,0,1
1113,RI-220-04,220,Risk,Acceptance criteria remain partially ambiguous,Quality,2,1,2,Low,Data Lead,20260721,20260811,,2026-07-21,2026-08-11,,Monitoring,In Progress,0,0
1114,RI-221-01,221,Issue,Prototype result may require architecture rework,Technical,2,4,8,Medium,Security Lead,20260311,20260622,,2026-03-11,2026-06-22,,Mitigated,Completed,0,0
1115,RI-221-02,221,Risk,Shared engineer availability may delay delivery,Resource,2,3,6,Medium,Supplier Manager,20260527,20260811,,2026-05-27,2026-08-11,,Open,In Progress,0,0
1116,RI-221-03,221,Risk,Field issue recurrence needs containment — Industrial Service Transformation,Quality,2,4,8,Medium,Release Manager,20260520,20260811,,2026-05-20,2026-08-11,,Monitoring,In Progress,0,0
1117,RI-221-04,221,Risk,Backfill timing creates a capacity gap — Industrial Service Transformation,Resource,2,5,10,Medium,Technical Lead,20260117,20260314,20260202,2026-01-17,2026-03-14,2026-02-02,Closed,Completed,0,0
1118,RI-221-05,221,Risk,Backfill timing creates a capacity gap,Resource,3,4,12,High,Systems Lead,20251103,20260116,20251124,2025-11-03,2026-01-16,2025-11-24,Closed,Completed,0,0
1119,RI-222-01,222,Risk,Environment parity is not yet demonstrated,Technical,4,2,8,Medium,Data Lead,20251107,20251229,20260113,2025-11-07,2025-12-29,2026-01-13,Closed,Completed,0,0
1120,RI-222-02,222,Risk,Cloud run cost is trending above the baseline,Cost,3,1,3,Low,Project Manager,20260511,20260811,,2026-05-11,2026-08-11,,Mitigated,Completed,0,0
1121,RI-222-03,222,Risk,Competing portfolio priority constrains staffing,Resource,4,4,16,High,Product Owner,20251206,20260118,20251211,2025-12-06,2026-01-18,2025-12-11,Closed,Completed,0,0
1122,RI-222-04,222,Risk,Late design decision may affect downstream work,Schedule,4,3,12,High,Quality Lead,20260724,20260811,,2026-07-24,2026-08-11,,Monitoring,Completed,0,0
1123,RI-222-05,222,Risk,Environment parity is not yet demonstrated — Industrial Service Enablement,Technical,3,5,15,High,Finance Partner,20260511,20260811,20260521,2026-05-11,2026-08-11,2026-05-21,Closed,Completed,0,0
1124,RI-222-06,222,Risk,Review capacity is concentrated in one role — Industrial Service Enablement,Resource,3,1,3,Low,Data Lead,20260425,20260729,,2026-04-25,2026-07-29,,Mitigated,Completed,0,0
1125,RI-223-01,223,Risk,Interface behavior remains unproven — Industrial Service Acceleration,Technical,4,3,12,High,Technical Lead,20260608,20260811,,2026-06-08,2026-08-11,,Mitigated,Completed,0,0
1126,RI-223-02,223,Risk,Release window has limited recovery float,Schedule,4,3,12,High,Systems Lead,20260401,20260602,20260515,2026-04-01,2026-06-02,2026-05-15,Closed,Completed,0,0
1127,RI-223-03,223,Risk,Pilot readiness depends on unresolved actions — Industrial Service Acceleration,Schedule,2,1,2,Low,Security Lead,20260213,20260418,,2026-02-13,2026-04-18,,Mitigated,Completed,0,0
1128,RI-223-04,223,Risk,Traceability coverage requires remediation — Industrial Service Acceleration,Quality,3,5,15,High,Supplier Manager,20260802,20260811,,2026-08-02,2026-08-11,,Open,In Progress,0,0
1129,RI-223-05,223,Risk,Rework could consume management reserve — Industrial Service Acceleration,Cost,4,2,8,Medium,Release Manager,20260224,20260623,20260712,2026-02-24,2026-06-23,2026-07-12,Closed,Completed,0,0
1130,RI-223-06,223,Risk,Test environment availability may move the baseline — Industrial Service Acceleration,Schedule,1,3,3,Low,Technical Lead,20260629,20260811,,2026-06-29,2026-08-11,,Open,Not Started,0,0
1131,RI-223-07,223,Risk,Security approval is on the critical path,Dependency,2,2,4,Low,Systems Lead,20260612,20260811,20260728,2026-06-12,2026-08-11,2026-07-28,Closed,Completed,0,0
1132,RI-224-01,224,Risk,Material quotation may exceed the estimate,Cost,2,3,6,Medium,Quality Lead,20260103,20260306,,2026-01-03,2026-03-06,,Mitigated,Completed,0,0
1133,RI-224-02,224,Issue,Rework could consume management reserve — Industrial Service Orchestration,Cost,5,3,15,High,Finance Partner,20251203,20260205,,2025-12-03,2026-02-05,,Monitoring,In Progress,0,1
1134,RI-224-03,224,Issue,Prototype result may require architecture rework — Industrial Service Orchestration,Technical,3,4,12,High,Data Lead,20260712,20260811,,2026-07-12,2026-08-11,,Open,In Progress,0,0
1135,RI-224-04,224,Risk,Vendor component readiness is uncertain — Industrial Service Orchestration,Dependency,3,3,9,Medium,Project Manager,20260423,20260730,,2026-04-23,2026-07-30,,Monitoring,In Progress,0,1
1136,RI-225-01,225,Risk,Rework could consume management reserve,Cost,4,3,12,High,Supplier Manager,20260409,20260619,,2026-04-09,2026-06-19,,Mitigated,Completed,0,0
1137,RI-225-02,225,Risk,Critical skill coverage is below demand — Industrial Service Intelligence,Resource,3,2,6,Medium,Release Manager,20260611,20260725,20260615,2026-06-11,2026-07-25,2026-06-15,Closed,Completed,0,0
